"ProductID","ProductPrice","ProductCost"
1278,145.1,120.433
1279,35.39,33.2666
1280,3.16,2.686
1281,9.37,7.496
1282,251.01,203.3181
1283,201.53,197.4994
1284,338.74,321.803
1285,44.07,38.3409
1286,212.07,205.7079
1287,96.5,74.305
1288,366.12,351.4752
1289,9.33,8.6769
1290,38,36.1
1291,397.54,345.8598
1292,415.36,340.5952
1293,291.45,268.134
1294,383.16,379.3284
1295,91.36,77.656
1296,373.53,280.1475
1297,376.72,331.5136
1298,187.19,164.7272
1299,174.91,169.6627
1300,4.54,4.3584
1301,294.96,280.212
1302,29.75,28.2625
1303,388.48,318.5536
1304,487.96,463.562
1305,47.6,39.984
1306,267.15,253.7925
1307,365.59,350.9664
1308,267.64,259.6108
1309,151.5,134.835
1310,360.46,309.9956
1311,464.89,450.9433
1312,356.48,320.832
1313,32.84,26.9288
1314,189,141.75
1315,124.34,120.6098
1316,198.09,190.1664
1317,323.84,307.648
1318,383.01,333.2187
1319,358.06,354.4794
1320,235.82,226.3872
1321,68.04,65.9988
1322,178.35,174.783
1323,347.07,295.0095
1324,298.84,271.9444
1325,344.51,341.0649
1326,256.01,225.2888
1327,296.94,243.4908
1328,189.03,173.9076
1329,140.72,105.54
1330,324.67,243.5025
1331,467.37,444.0015
1332,384.72,311.6232
1333,438.47,350.776
1334,114.67,111.2299
1335,200.57,190.5415
1336,149.59,119.672
1337,187.68,163.2816
1338,448.57,340.9132
1339,15,14.55
1340,94.21,89.4995
1341,351.78,309.5664
1342,276.64,226.8448
1343,7.01,6.309
1344,258.12,211.6584
1345,72.39,69.4944
1346,290.25,249.615
1347,113.21,90.568
1348,299.01,275.0892
1349,115.73,113.4154
1350,459.11,440.7456
1351,70.98,70.2702
1352,483.46,464.1216
1353,23.57,23.3343
1354,127.77,111.1599
1355,445.59,374.2956
1356,291.86,250.9996
1357,341.09,306.981
1358,70.95,67.4025
1359,399.12,387.1464
1360,275.78,259.2332
1361,105.24,92.6112
1362,55.69,42.3244
1363,2.07,1.9665
1364,9.14,7.4034
1365,148.02,143.5794
1366,53.7,52.089
1367,267.99,217.0719
1368,128.9,112.143
1369,445.18,369.4994
1370,311.03,286.1476
1371,456.85,429.439
1372,332.58,309.2994
1373,373.81,325.2147
1374,31.42,29.2206
1375,211.5,162.855
1376,365.54,285.1212
1377,288.46,274.037
1378,55.4,51.522
1379,56.14,49.9646
1380,327.47,288.1736
1381,126.33,103.5906
1382,103.02,91.6878
1383,461.36,424.4512
1384,454.45,390.827
1385,206.08,187.5328
1386,154,146.3
1387,65.4,64.746
1388,12.01,9.8482
1389,208.94,192.2248
1390,466.39,363.7842
1391,48.41,42.1167
1392,204.46,165.6126
1393,422.37,371.6856
1394,358.51,326.2441
1395,460.4,359.112
1396,315.42,246.0276
1397,252.18,242.0928
1398,249.89,219.9032
1399,186.96,170.1336
1400,229.48,192.7632
1401,469.14,351.855
1402,467.3,378.513
1403,370.28,307.3324
1404,329.62,283.4732
1405,447.47,402.723
1406,209.26,156.945
1407,140.15,119.1275
1408,337.21,313.6053
1409,66.98,61.6216
1410,243.25,192.1675
1411,337.39,283.4076
1412,6.39,6.1344
1413,162.62,156.1152
1414,159.3,124.254
1415,328.43,295.587
1416,197.02,187.169
1417,435.55,418.128
1418,24.65,21.4455
1419,331.85,258.843
1420,334.62,277.7346
1421,392.58,314.064
1422,426.18,332.4204
1423,430.83,348.9723
1424,285.6,279.888
1425,127.95,97.242
1426,418.64,389.3352
1427,453.36,444.2928
1428,118.77,110.4561
1429,396.8,392.832
1430,480.15,441.738
1431,136.08,111.5856
1432,170.39,155.0549
1433,461.45,442.992
1434,350.3,273.234
1435,487.59,438.831
1436,190.63,150.5977
1437,462.47,379.2254
1438,402.86,362.574
1439,179.24,145.1844
1440,249.55,244.559
1441,199.44,173.5128
1442,246.62,226.8904
1443,240.6,185.262
1444,174.14,163.6916
1445,460.39,345.2925
1446,338.76,321.822
1447,366.58,304.2614
1448,459.73,390.7705
1449,209.96,178.466
1450,334.51,297.7139
1451,71.91,65.4381
1452,442.47,429.1959
1453,185.11,149.9391
1454,106.78,104.6444
1455,91.46,68.595
1456,9.5,7.885
1457,283.56,235.3548
1458,370.98,319.0428
1459,149.3,129.891
1460,369.16,339.6272
1461,292.29,277.6755
1462,42.94,41.6518
1463,391.32,316.9692
1464,47.02,41.3776
1465,336.98,279.6934
1466,92.1,73.68
1467,244.83,239.9334
1468,442.12,397.908
1469,465.22,451.2634
1470,279.86,251.874
1471,86.86,83.3856
1472,438.03,416.1285
1473,35.36,33.592
1474,415.89,357.6654
1475,402.97,318.3463
1476,149.66,148.1634
1477,364.7,277.172
1478,368.3,324.104
1479,451.73,347.8321
1480,329.63,270.2966
1481,275.77,264.7392
1482,265.21,241.3411
1483,52.55,45.193
1484,309.36,300.0792
1485,411.07,378.1844
1486,188.31,144.9987
1487,148.9,131.032
1488,120.59,97.6779
1489,162.55,147.9205
1490,38.47,30.0066
1491,250.92,245.9016
1492,111.64,108.2908
1493,412.73,404.4754
1494,184.9,153.467
1495,392.9,345.752
1496,441.34,414.8596
1497,80.73,79.9227
1498,65.12,55.352
1499,70.7,68.579
1500,416.78,350.0952
1501,444.79,431.4463
1502,168.67,139.9961
1503,316.79,300.9505
1504,466.29,424.3239
1505,89.64,78.8832
1506,453.76,449.2224
1507,247.47,200.4507
1508,248.19,213.4434
1509,347.53,326.6782
1510,474.7,441.471
1511,130.55,117.495
1512,22.5,17.1
1513,165.72,159.0912
1514,162.51,154.3845
1515,376.07,308.3774
1516,32.67,25.8093
1517,349.84,311.3576
1518,293.62,276.0028
1519,73.18,64.3984
1520,436.32,353.4192
1521,263.98,237.582
1522,260.39,205.7081
1523,312.77,303.3869
1524,73.37,60.8971
1525,224.26,174.9228
1526,168.21,153.0711
1527,226.77,192.7545
1528,73.04,68.6576
1529,21.02,19.1282
1530,273.96,243.8244
1531,248.32,240.8704
1532,142.58,135.451
1533,431.22,409.659
1534,429.02,364.667
1535,128.6,123.456
1536,416.89,400.2144
1537,322.02,293.0382
1538,117.83,103.6904
1539,27.28,27.0072
1540,320.15,272.1275
1541,336.76,269.408
1542,487.92,468.4032
1543,251.26,236.1844
1544,143.11,137.3856
1545,308.43,249.8283
1546,262.82,257.5636
1547,23.9,21.032
1548,36.9,29.52
1549,71.51,60.7835
1550,411.33,382.5369
1551,475.38,413.5806
1552,238.43,214.587
1553,124.87,94.9012
1554,129.72,97.29
1555,193.6,187.792
1556,382.84,340.7276
1557,420.13,365.5131
1558,278.63,264.6985
1559,37.88,32.9556
1560,326.62,258.0298
1561,300.57,240.456
1562,44.3,39.87
1563,335.09,301.581
1564,306.48,254.3784
1565,291.23,235.8963
1566,367.63,312.4855
1567,184.66,156.961
1568,251.74,224.0486
1569,177.98,170.8608
1570,161.54,158.3092
1571,373.98,362.7606
1572,308.11,301.9478
1573,77.18,64.0594
1574,481.45,428.4905
1575,74.85,62.1255
1576,98.09,84.3574
1577,306.31,260.3635
1578,130.67,114.9896
1579,130.27,101.6106
1580,338.05,287.3425
1581,405.58,393.4126
1582,370.57,292.7503
1583,37.28,35.0432
1584,259.69,225.9303
1585,308.59,274.6451
1586,316.23,290.9316
1587,32.63,30.0196
1588,466.66,382.6612
1589,438.45,420.912
1590,149.65,136.1815
1591,447.6,371.508
1592,120.85,103.931
1593,14.35,12.054
1594,350.71,322.6532
1595,213.4,202.73
1596,402.68,342.278
1597,322.38,293.3658
1598,377.84,351.3912
1599,82.72,68.6576
1600,474.07,402.9595
1601,460.75,354.7775
1602,22.72,20.2208
1603,228.86,205.974
1604,8.01,6.9687
1605,51.12,49.5864
1606,292.45,222.262
1607,330.56,274.3648
1608,417.42,404.8974
1609,369.92,362.5216
1610,477.61,425.0729
1611,39.88,31.5052
1612,457.49,393.4414
1613,41.25,32.5875
1614,128.51,116.9441
1615,191.95,186.1915
1616,180.68,137.3168
1617,323.1,274.635
1618,485.1,388.08
1619,238.07,185.6946
1620,299.76,272.7816
1621,456.23,415.1693
1622,389.37,369.9015
1623,184.91,157.1735
1624,46.51,45.1147
1625,180.39,165.9588
1626,230.72,191.4976
1627,482.69,468.2093
1628,346.59,294.6015
1629,196.81,186.9695
1630,239.15,179.3625
1631,5.21,4.689
1632,275.23,261.4685
1633,303.17,254.6628
1634,292.56,263.304
1635,70.15,53.314
1636,53.12,45.6832
1637,96.82,84.2334
1638,348.62,296.327
1639,227.34,204.606
1640,438.81,416.8695
1641,71.25,56.2875
1642,221.57,212.7072
1643,465.29,428.0668
1644,190.47,142.8525
1645,357.91,322.119
1646,211.35,190.215
1647,154.32,124.9992
1648,362.18,307.853
1649,46.39,44.5344
1650,180.26,156.8262
1651,126.61,112.6829
1652,64.67,62.7299
1653,182.03,143.8037
1654,258.31,242.8114
1655,315.59,249.3161
1656,310.64,301.3208
1657,349.51,328.5394
1658,312.47,243.7266
1659,6.77,5.6868
1660,107.12,93.1944
1661,475.46,394.6318
1662,103.05,92.745
1663,177.26,170.1696
1664,250.79,223.2031
1665,254.47,226.4783
1666,111.47,105.8965
1667,331.36,311.4784
1668,337.24,296.7712
1669,185.14,177.7344
1670,406.89,370.2699
1671,306.69,288.2886
1672,445.48,369.7484
1673,195.17,163.9428
1674,44.84,34.9752
1675,50.8,42.164
1676,155.64,147.858
1677,425.41,391.3772
1678,283.21,235.0643
1679,149.58,122.6556
1680,15.75,13.23
1681,423.7,415.226
1682,468.92,393.8928
1683,322.43,296.6356
1684,286.12,268.9528
1685,336.4,329.672
1686,54.12,51.9552
1687,106.18,94.5002
1688,320.34,313.9332
1689,393.19,342.0753
1690,85.53,65.0028
1691,256.64,228.4096
1692,308.17,255.7811
1693,452.6,434.496
1694,480.24,413.0064
1695,178.08,176.2992
1696,326.86,307.2484
1697,407.75,326.2
1698,139.54,121.3998
1699,355.08,273.4116
1700,363.73,330.9943
1701,50.82,46.2462
1702,367.51,334.4341
1703,12.52,9.7656
1704,157.63,141.867
1705,386.18,374.5946
1706,428.65,402.931
1707,482.71,381.3409
1708,126.96,120.612
1709,219.12,175.296
1710,326.5,257.935
1711,170.43,148.2741
1712,470.14,456.0358
1713,164.59,158.0064
1714,272.97,245.673
1715,65.81,65.1519
1716,422.1,346.122
1717,334,290.58
1718,120.2,98.564
1719,296.38,266.742
1720,435.26,348.208
1721,253.5,245.895
1722,467.19,420.471
1723,353.84,332.6096
1724,80.03,79.2297
1725,146.58,140.7168
1726,49.7,42.742
1727,358.73,279.8094
1728,68.05,59.2035
1729,437.17,402.1964
1730,372.47,305.4254
1731,197.95,192.0115
1732,380.79,365.5584
1733,170.3,137.943
1734,267.21,248.5053
1735,117.15,106.6065
1736,454.3,413.413
1737,70.74,68.6178
1738,208.01,187.209
1739,133.82,104.3796
1740,375.55,349.2615
1741,460.98,447.1506
1742,310.91,295.3645
1743,240.26,199.4158
1744,80.35,60.2625
1745,254.63,193.5188
1746,62.95,54.137
1747,371.13,296.904
1748,62.14,61.5186
1749,195.06,189.2082
1750,257.55,218.9175
1751,343.42,281.6044
1752,292.94,263.646
1753,232.15,185.72
1754,138.38,110.704
1755,459.3,450.114
1756,288.29,236.3978
1757,32.48,31.1808
1758,161.17,138.6062
1759,214.68,212.5332
1760,302.18,274.9838
1761,203.93,185.5763
1762,32.16,27.9792
1763,3.64,2.8392
1764,17.16,14.4144
1765,173.88,156.492
1766,218.52,177.0012
1767,98.85,87.9765
1768,488.31,449.2452
1769,71.11,59.0213
1770,369.57,343.7001
1771,164.72,144.9536
1772,446.48,366.1136
1773,275.88,251.0508
1774,68.26,66.2122
1775,401.37,365.2467
1776,323.22,297.3624
1777,63.88,53.0204
1778,335.42,322.0032
1779,197.48,156.0092
1780,453.96,444.8808
1781,381.76,324.496
1782,80.19,76.9824
1783,106.37,99.9878
1784,402.42,394.3716
1785,297.12,288.2064
1786,288.26,273.847
1787,187.49,183.7402
1788,240.58,230.9568
1789,103.16,100.0652
1790,297.25,255.635
1791,358.53,344.1888
1792,48.64,44.2624
1793,12.8,12.288
1794,266.94,234.9072
1795,376.94,301.552
1796,168.89,128.3564
1797,422.56,409.8832
1798,243.96,212.2452
1799,442.15,397.935
1800,440,396
1801,212.83,163.8791
1802,456.36,397.0332
1803,223.94,203.7854
1804,118.14,116.9586
1805,376.92,350.5356
1806,41.06,35.3116
1807,406.32,402.2568
1808,52.09,51.5691
1809,305.24,231.9824
1810,374.94,281.205
1811,165.25,156.9875
1812,253.59,200.3361
1813,368.3,316.738
1814,201.51,191.4345
1815,64.24,53.9616
1816,426.48,341.184
1817,441.38,410.4834
1818,359.63,320.0707
1819,405.79,357.0952
1820,89.65,81.5815
1821,177.17,148.8228
1822,166.51,138.2033
1823,137.99,115.9116
1824,218.75,166.25
1825,279.87,221.0973
1826,54.48,46.308
1827,314.13,304.7061
1828,31.37,27.6056
1829,85.12,74.0544
1830,320.56,266.0648
1831,130.03,110.5255
1832,148.87,128.0282
1833,416.2,387.066
1834,269.85,205.086
1835,303.34,294.2398
1836,480.29,451.4726
1837,142.57,111.2046
1838,432.17,410.5615
1839,440.13,352.104
1840,456.38,442.6886
1841,347.41,336.9877
1842,375.68,281.76
1843,199.05,179.145
1844,350.52,280.416
1845,137.55,133.4235
1846,251.42,241.3632
1847,31.54,28.386
1848,66.53,51.8934
1849,146.42,133.2422
1850,364.93,353.9821
1851,254.86,214.0824
1852,202.13,173.8318
1853,335.59,305.3869
1854,252.42,239.799
1855,16.3,15.322
1856,357.69,278.9982
1857,394.83,386.9334
1858,229.84,172.38
1859,77.81,61.4699
1860,408.88,380.2584
1861,252.44,207.0008
1862,291.49,239.0218
1863,469.68,385.1376
1864,468.02,360.3754
1865,166.18,137.9294
1866,156.9,125.52
1867,271.53,206.3628
1868,111.74,83.805
1869,200.48,182.4368
1870,486.28,398.7496
1871,235.55,188.44
1872,3.36,2.7552
1873,169.17,165.7866
1874,147.32,141.4272
1875,312.35,284.2385
1876,306.66,266.7942
1877,199.75,175.78
1878,34.02,26.8758
1879,3.11,2.488
1880,324.61,266.1802
1881,289.14,216.855
1882,442.89,385.3143
1883,168.09,146.2383
1884,97.32,75.9096
1885,155.63,147.8485
1886,289,225.42
1887,17.54,14.2074
1888,257.22,239.2146
1889,223.07,205.2244
1890,366.83,337.4836
1891,291.41,247.6985
1892,419.66,327.3348
1893,350.87,347.3613
1894,194.91,150.0807
1895,296.54,240.1974
1896,241.4,193.12
1897,380.2,372.596
1898,402.97,306.2572
1899,388.61,338.0907
1900,297.09,288.1773
1901,318.91,283.8299
1902,68.15,51.794
1903,344.02,268.3356
1904,254.43,200.9997
1905,456.93,360.9747
1906,2.39,2.2944
1907,373.83,284.1108
1908,211.63,182.0018
1909,239.94,208.7478
1910,250.59,238.0605
1911,480.89,471.2722
1912,138.21,136.8279
1913,332.29,255.8633
1914,117.49,93.992
1915,466.57,419.913
1916,463.79,431.3247
1917,425.68,353.3144
1918,173.68,168.4696
1919,78,74.1
1920,224.66,217.9202
1921,113.6,96.56
1922,226.45,201.5405
1923,194.75,188.9075
1924,208.19,197.7805
1925,225.49,173.6273
1926,259.71,220.7535
1927,447.64,362.5884
1928,383.98,291.8248
1929,428.24,411.1104
1930,181.74,156.2964
1931,166.46,126.5096
1932,253.19,194.9563
1933,401.35,345.161
1934,443.49,399.141
1935,114.73,113.5827
1936,30.27,25.4268
1937,41.22,32.5638
1938,77.27,70.3157
1939,54.28,47.2236
1940,323.96,275.366
1941,156.09,142.0419
1942,118.18,89.8168
1943,78.77,65.3791
1944,134.16,111.3528
1945,89.94,77.3484
1946,101.52,96.444
1947,55.73,42.9121
1948,221.75,188.4875
1949,220,191.4
1950,279.44,223.552
1951,396.94,365.1848
1952,140.74,129.4808
1953,285.79,222.9162
1954,154.8,136.224
1955,326.06,316.2782
1956,335.88,251.91
1957,261.83,256.5934
1958,39.34,38.1598
1959,122.8,119.116
1960,428.33,376.9304
1961,297.88,226.3888
1962,134.89,130.8433
1963,65.92,58.6688
1964,362.39,279.0403
1965,244.7,232.465
1966,110.69,91.8727
1967,489.54,411.2136
1968,180.03,163.8273
1969,489.09,479.3082
1970,382.03,374.3894
1971,249.66,237.177
1972,385.14,323.5176
1973,348.4,337.948
1974,74.31,70.5945
1975,153.54,147.3984
1976,150.54,115.9158
1977,22.23,18.0063
1978,285.32,228.256
1979,47.75,42.02
1980,176.26,133.9576
1981,355,344.35
1982,93.02,77.2066
1983,332.1,305.532
1984,14.03,12.7673
1985,204.08,195.9168
1986,147.66,132.894
1987,53.89,51.7344
1988,405.22,332.2804
1989,213.23,174.8486
1990,11,9.79
1991,201.9,169.596
1992,377.25,369.705
1993,287.03,275.5488
1994,299.82,242.8542
1995,64.42,53.4686
1996,415.12,410.9688
1997,476.06,366.5662
1998,434.53,408.4582
1999,26.87,24.4517
2000,194.32,178.7744
2001,45.11,40.1479
2002,50.64,38.4864
2003,21.57,17.6874
2004,311.05,298.608
2005,469.7,465.003
2006,488.09,473.4473
2007,156.36,137.5968
2008,326.73,287.5224
2009,462.01,452.7698
2010,350.56,333.032
2011,69.95,54.561
2012,26.29,25.5013
2013,464.25,371.4
2014,51.24,49.1904
2015,368.49,361.1202
2016,449.75,386.785
2017,351.34,323.2328
2018,385.33,354.5036
2019,401.11,389.0767
2020,414.59,389.7146
2021,363.63,352.7211
2022,208.05,193.4865
2023,160.11,152.1045
2024,307.65,233.814
2025,199.32,175.4016
2026,219.41,184.3044
2027,300.7,252.588
2028,20.73,20.5227
2029,155.05,145.747
2030,408.32,318.4896
2031,293.31,237.5811
2032,361.67,292.9527
2033,55.24,53.0304
2034,424.7,335.513
2035,38.98,34.3024
2036,13.75,12.375
2037,303.85,285.619
2038,375.08,303.8148
2039,164.82,128.5596
2040,163.73,157.1808
2041,250.22,222.6958
2042,57.45,47.109
2043,269.64,204.9264
2044,284.69,278.9962
2045,274.53,263.5488
2046,281.35,267.2825
2047,48.19,45.2986
2048,455.93,410.337
2049,4.33,4.2434
2050,313.27,241.2179
2051,296.55,240.2055
2052,237.81,233.0538
2053,146.05,129.9845
2054,98.37,80.6634
2055,26.94,22.0908
2056,432.12,423.4776
2057,322.92,297.0864
2058,138.04,110.432
2059,171.25,155.8375
2060,361.7,321.913
2061,436.58,327.435
2062,261.31,250.8576
2063,271.03,262.8991
2064,326.02,306.4588
2065,108.75,104.4
2066,271.75,252.7275
2067,362.71,344.5745
2068,353.6,307.632
2069,118.68,96.1308
2070,86.99,67.8522
2071,199.98,191.9808
2072,83.51,79.3345
2073,179.22,137.9994
2074,139.04,120.9648
2075,388.81,330.4885
2076,128.51,107.9484
2077,113.39,109.9883
2078,113.84,100.1792
2079,450.07,405.063
2080,297.02,273.2584
2081,64.45,63.161
2082,95.9,92.064
2083,330.13,270.7066
2084,265.34,220.2322
2085,304.75,265.1325
2086,274.09,238.4583
2087,227.09,197.5683
2088,485.43,368.9268
2089,263.83,250.6385
2090,393.12,381.3264
2091,98.44,74.8144
2092,72.5,70.325
2093,84.46,77.7032
2094,417.67,380.0797
2095,157.28,132.1152
2096,105.4,99.076
2097,411.09,341.2047
2098,52.07,46.863
2099,18.86,17.5398
2100,255.41,206.8821
2101,420.41,357.3485
2102,448.61,340.9436
2103,287.09,266.9937
2104,460.47,349.9572
2105,198.83,163.0406
2106,84.53,74.3864
2107,266.51,234.5288
2108,318.06,314.8794
2109,101.71,81.368
2110,75.87,74.3526
2111,115.25,101.42
2112,111.09,88.872
2113,253.35,207.747
2114,183.13,148.3353
2115,112.79,108.2784
2116,345.25,327.9875
2117,274.3,268.814
2118,330.77,261.3083
2119,23.26,19.771
2120,232.96,179.3792
2121,275.53,270.0194
2122,263.96,256.0412
2123,218.84,164.13
2124,166.27,131.3533
2125,14.82,12.1524
2126,363.34,359.7066
2127,468.34,444.923
2128,317.68,260.4976
2129,460.47,386.7948
2130,453.04,344.3104
2131,459.35,436.3825
2132,48.75,38.5125
2133,5.71,4.568
2134,325.16,312.1536
2135,157.04,155.4696
2136,370.57,348.3358
2137,127.76,98.3752
2138,84.25,73.2975
2139,322.21,264.2122
2140,294.06,241.1292
2141,372.33,309.0339
2142,142.88,140.0224
2143,374.49,288.3573
2144,93.12,89.3952
2145,378.93,367.5621
2146,205.66,178.9242
2147,108.84,87.072
2148,384.36,357.4548
2149,335.05,298.1945
2150,307.57,279.8887
2151,192.56,184.8576
2152,155.98,145.0614
2153,129.05,123.888
2154,343.76,312.8216
2155,228.94,217.493
2156,89.32,73.2424
2157,136.7,118.929
2158,91.61,87.9456
2159,351.82,341.2654
2160,380.78,285.585
2161,33.61,26.888
2162,169.86,168.1614
2163,174,130.5
2164,183.76,145.1704
2165,478.63,416.4081
2166,238.15,226.2425
2167,399.62,303.7112
2168,413.45,363.836
2169,231.58,208.422
2170,320.43,304.4085
2171,333.79,283.7215
2172,130.77,122.9238
2173,57.97,53.9121
2174,143.39,137.6544
2175,27.27,25.3611
2176,46.39,38.0398
2177,429.68,335.1504
2178,223.94,181.3914
2179,334.31,320.9376
2180,451.03,410.4373
2181,485.85,369.246
2182,186.53,160.4158
2183,214.78,163.2328
2184,479.74,474.9426
2185,156.84,150.5664
2186,414.77,398.1792
2187,86.78,73.763
2188,172.04,156.5564
2189,446.55,388.4985
2190,14.24,13.9552
2191,311.58,302.2326
2192,5.95,4.5815
2193,423.32,338.656
2194,33.13,26.8353
2195,353.21,342.6137
2196,379.41,360.4395
2197,405.5,393.335
2198,471.95,401.1575
2199,136.12,110.2572
2200,173.51,163.0994
2201,260.16,223.7376
2202,437.52,371.892
2203,190.81,162.1885
2204,3.73,3.6554
2205,237.86,218.8312
2206,487.26,428.7888
2207,246.84,239.4348
2208,350.39,297.8315
2209,170.29,168.5871
2210,385.19,362.0786
2211,457.37,407.0593
2212,275.36,250.5776
2213,434.34,373.5324
2214,361.96,304.0464
2215,11.56,9.1324
2216,471.77,434.0284
2217,267.51,227.3835
2218,372.09,334.881
2219,438.46,394.614
2220,13.09,12.0428
2221,261.14,240.2488
2222,147.36,123.7824
2223,346.38,342.9162
2224,376.47,368.9406
2225,443.94,426.1824
2226,119.09,91.6993
2227,231.14,224.2058
2228,107.9,104.663
2229,5.25,4.5675
2230,286.62,243.627
2231,254.11,226.1579
2232,181.47,159.6936
2233,296.53,260.9464
2234,8.92,7.4036
2235,36.77,35.2992
2236,459.82,446.0254
2237,54.51,46.8786
2238,469.76,446.272
2239,282.66,274.1802
2240,438.66,350.928
2241,26.87,24.4517
2242,212.47,163.6019
2243,238.13,230.9861
2244,418.3,380.653
2245,280.63,272.2111
2246,470.2,460.796
2247,177.73,149.2932
2248,90.99,69.1524
2249,30.45,23.4465
2250,318.4,302.48
2251,159.41,127.528
2252,411.56,395.0976
2253,429.1,399.063
2254,437.24,384.7712
2255,91.49,85.0857
2256,440.88,436.4712
2257,451.33,343.0108
2258,267.25,253.8875
2259,461.76,452.5248
2260,423.62,368.5494
2261,441.88,419.786
2262,306.71,297.5087
2263,476.02,376.0558
2264,414.18,343.7694
2265,68.43,54.744
2266,307.41,273.5949
2267,363.08,315.8796
2268,167.44,152.3704
2269,284.11,258.5401
2270,443.6,394.804
2271,214.94,180.5496
2272,309.15,253.503
2273,271.02,262.8894
2274,72.99,58.392
2275,429.12,403.3728
2276,29.07,25.2909
2277,189.35,177.989
2278,224.84,177.6236
2279,171.22,138.6882
2280,289.6,275.12
2281,194.96,187.1616
2282,207.72,191.1024
2283,290.91,218.1825
2284,250.37,247.8663
2285,65.78,51.9662
2286,205.93,203.8707
2287,120.6,96.48
2288,89.67,74.4261
2289,304.97,237.8766
2290,445.03,347.1234
2291,62.6,54.462
2292,304.42,277.0222
2293,309.45,300.1665
2294,485.22,393.0282
2295,314.12,251.296
2296,206.47,183.7583
2297,363.04,355.7792
2298,60.17,47.5343
2299,488.19,366.1425
2300,357.37,285.896
2301,47.38,43.5896
2302,138.99,116.7516
2303,96.12,74.0124
2304,14.61,11.3958
2305,66.78,55.4274
2306,279.77,251.793
2307,148.61,118.888
2308,462,457.38
2309,415.89,365.9832
2310,408.29,391.9584
2311,321.05,260.0505
2312,276.44,234.974
2313,190.97,189.0603
2314,161.06,154.6176
2315,134.33,132.9867
2316,401.61,305.2236
2317,56.13,42.0975
2318,446.15,441.6885
2319,480.37,437.1367
2320,120.66,107.3874
2321,59.88,44.91
2322,233.12,191.1584
2323,326.05,313.008
2324,349.33,265.4908
2325,59.64,46.5192
2326,90.3,70.434
2327,178.14,172.7958
2328,175.27,171.7646
2329,33.05,26.44
2330,268.19,203.8244
2331,289.04,283.2592
2332,378.09,283.5675
2333,451.65,338.7375
2334,342.77,311.9207
2335,398.65,350.812
2336,473.13,397.4292
2337,166.64,139.9776
2338,234.42,229.7316
2339,242.01,200.8683
2340,358.7,347.939
2341,150.25,145.7425
2342,199.12,191.1552
2343,342.69,294.7134
2344,105.45,103.341
2345,58.95,56.0025
2346,129.59,104.9679
2347,275.47,247.923
2348,443.05,381.023
2349,158.84,142.956
2350,402.89,358.5721
2351,185.82,170.9544
2352,121.1,104.146
2353,189.89,161.4065
2354,483.51,391.6431
2355,355.68,320.112
2356,338.28,301.0692
2357,140.28,106.6128
2358,220.31,191.6697
2359,385.27,381.4173
2360,166.33,159.6768
2361,283.97,227.176
2362,441.79,415.2826
2363,379.52,375.7248
2364,46.19,43.4186
2365,220.28,182.8324
2366,151.75,118.365
2367,423.22,397.8268
2368,160.32,136.272
2369,456.94,447.8012
2370,248.44,238.5024
2371,307.97,283.3324
2372,411.78,370.602
2373,137.57,122.4373
2374,475.15,422.8835
2375,140.77,123.8776
2376,222.03,193.1661
2377,10.62,10.1952
2378,294.14,232.3706
2379,23.11,18.2569
2380,189.94,184.2418
2381,79.08,78.2892
2382,459.45,408.9105
2383,385.45,362.323
2384,134.55,131.859
2385,254.38,246.7486
2386,395.77,348.2776
2387,401.86,365.6926
2388,35.35,34.9965
2389,106.69,102.4224
2390,235.83,228.7551
2391,247.67,212.9962
2392,362.29,282.5862
2393,424.78,361.063
2394,202.85,200.8215
2395,289.34,277.7664
2396,144.98,134.8314
2397,395.25,383.3925
2398,223.04,214.1184
2399,415.45,394.6775
2400,459.98,418.5818
2401,468.6,374.88
2402,17.72,14.7076
2403,218.76,210.0096
2404,287.73,215.7975
2405,482.95,410.5075
2406,146.45,109.8375
2407,130.43,101.7354
2408,376.18,364.8946
2409,196.6,186.77
2410,78.38,66.623
2411,448.83,368.0406
2412,292.29,248.4465
2413,429.48,408.006
2414,286.07,271.7665
2415,428.68,407.246
2416,89.94,76.449
2417,66.97,64.2912
2418,296.42,269.7422
2419,434.1,334.257
2420,55.37,52.0478
2421,59.53,45.8381
2422,408.7,371.917
2423,234.03,177.8628
2424,383.78,318.5374
2425,235.39,188.312
2426,108.58,91.2072
2427,187.67,185.7933
2428,225.93,173.9661
2429,341.67,283.5861
2430,32.27,29.6884
2431,211.07,179.4095
2432,385.82,320.2306
2433,233.4,212.394
2434,435.85,357.397
2435,365.33,321.4904
2436,277.76,263.872
2437,432.7,385.103
2438,371.51,338.0741
2439,117.06,91.3068
2440,114.51,107.6394
2441,460.13,395.7118
2442,33.86,26.4108
2443,302.05,283.927
2444,168.72,165.3456
2445,274.21,263.2416
2446,159.77,142.1953
2447,431.6,422.968
2448,141.87,117.7521
2449,332.21,265.768
2450,134.43,125.0199
2451,392.21,360.8332
2452,57.8,44.506
2453,241.34,185.8318
2454,427.95,406.5525
2455,63.76,58.6592
2456,383.62,322.2408
2457,371.22,330.3858
2458,381.67,354.9531
2459,240.19,213.7691
2460,29.38,25.5606
2461,298.2,271.362
2462,257.85,242.379
2463,264.94,243.7448
2464,199.98,155.9844
2465,327.48,317.6556
2466,350.22,318.7002
2467,260.46,237.0186
2468,60.92,50.5636
2469,148.27,136.4084
